VariableId,Name,CategoryName,Definition
31921,Punitive alternative,Deontological evaluations,Participant's evaluation of how ethical the punitive alternative is based on their own values.
31924,Importance of self,,Participant's views of the importance of their personal interest in the scenario.
31925,Importance of group,,Participant's views of the importance of the group's interest in the scenario.
31926,Punitive alternative,Teological evaluations,Participant's evaluation of how ethical the punitive alternative is  based on the possible consequences.
31927,Punitive alternative,Ethical judgments,Participant's evaluation of how ethical the punitive alternative is based on the possible consequences and their own values.
31928,Nonpunitive alternative,Moral intention,Moral intention to choose the nonpunitive alternative.
31929,Interdependence,,The extent to which the performance of an individual's job depends on coworkers.
31930,Predictability,,The respondent's assessment of how much their job has established procedures and well-understood methods of performance.
31931,Information technology support,,Respondent's satisfaction with information technology support.
31932,Scheduled interaction,,The frequency of use of scheduled coordination methods.
31933,Unscheduled interaction,,The frequency of use of unscheduled coordination methods.
31934,Electronic communication,,The frequency of use of electronic coordination methods.
31937,Satisfaction,,The respondent's satisfaction with office communication.
31957,Ability,,The respondent's perception that the other team members possess skills that allow them to be perceived as competent.
31958,Benevolence,,The extent to which the respondent believes their team members feel interpersonal care and concern and the willingness to do good to the respondent beyond an egocentric profit motive.
31959,Integrity,,The extent to which the respondent believes their team members adhere to a set of principles such as study or work habits that make them dependable and reliable.
31960,Trust,,The respondent's trust in their team members.
31961,Trustworthiness,,The respondent's perception of the trustworthiness of their team members.
31962,Propensity to trust others,,The respondent's general expectation of how trusting one should be.
31996,Beliefs,,The respondent's beliefs about expert systems.
32017,Managerial competence,Internal career anchors,"The extent to which the respondent's job requires them to supervise, lead, and manage people at all levels."
32034,Technical competence,Internal career anchors,The extent to which the respondent's job requires them to build some specific functional or technical area of expertise and remain in their area of expertise rather than being promoted out of their area of expertise.
32035,Organizational security,Internal career anchors,"The extent to which the respondent's job provides security through guaranteed work, benefits, and a good retirement program."
32036,Geographic security,Internal career anchors,The extent to which the respondent's job requires them to move from one location to another.
32037,Autonomy,Internal career anchors,The extent to which the respondent's job permits them to decide on their own how to go about doing their work.
32038,Identity,Internal career anchors,The extent to which the respondent's job allows them to be identified with a powerful or prestigious employer or organization.
32039,Service,Internal career anchors,The extent to which the respondent's job allows them to use their skills and talents to serve important causes and to be of service to others.
32040,Variety,Internal career anchors,"The extent to which the respondent's job requires them to do many different things at work, using a variety of their skills and talents."
32041,External career opportunities,,The extent  to which an organization provides support to internal career anchors.
32042,Supervisor support,,The relationship between subordinate and supervisor.
32043,Career satisfaction,,The extent to which an information systems employee expresses a positive orientation toward his or her career.
32067,Positive socio-emotional communication,,"The respondent's and the transcriber's perceived amount of communication that showed solidarity, tension release, or agreement."
32069,Negative socio-emotional communication,,"The respondent's and the transcriber's perceived  amount of communication that showed antagonism, tension, or disagreement."
32070,Satisfaction with process,,The respondent's satisfaction with the process used to solve the problem.
32071,Agreement,,The extent to which members of a problem-solving group hold similar views and solutions about the problem at the end of their task.
32072,Acceptance,,"The extent to which members of a problem-solving group acquiesce to the views and solutions of other members, while
holding reservations about those views and solutions."
32073,Lack of demonstrably correct solution,,The extent to which the respondent believed there was a lack of a demonstrably correct solution.
32157,Participation,,The degree of willingness to enter into and participate in activities between partners.
32158,Joint action,,The degree of interpenetration of organizational boundaries.
32159,Communication quality,,"The degree of accuracy, timeliness, adequacy, and credibility of communication process between partners."
32160,Coordination,,The degree of the act of working together harmoniously between partners.
32161,Information sharing,,The extent to which critical or proprietary information is communicated to one's partner.
32163,Mutual dependency,,The firm's perception of its dependency on the partner firm relative to the partner's dependency on it.
32164,Culture similarity,,The degree of similarity pattern of shared values and beliefs between partners.
32165,Top management support,,The degree of the top manager's understanding of the specific benefits of collaboration with partners.
32166,Trust,Quality of partnership,The degree of confidence and willingness between partners.
32167,Business understanding,Quality of partnership,"The degree of understanding of behaviors, goals, and policies between partners."
32168,Benefit and risk share,Quality of partnership,The degree of articulation and agreement on benefit and risk between partners.
32169,Conflict,Quality of partnership,"The degree of incompatibility of activities, resource share, and goals between partners."
32170,Commitment,Quality of partnership,The degree of the pledge of relationship continuity between partners.
32171,Business perspective,,"The achievement of strategic, economic, and technologies benefits of outsourcing."
32172,User perspective,,The degree of quality of offered services by the service provider.
32173,Collective versus individual,Socialization tactics,Collective (institutionalized) versus individual (individualized) context of socialization.
32179,Facilitation,,"The meeting groups' perceptions of their
facilitators' involvement in the meeting."
32208,Employee's information systems  knowledge,,The chief executive officer's perception of their employee's information systems knowledge.
32229,Selection method,Password characteristics,"The way the user chose their password (whether it was a meaningful detail, a combination of meaningful details, a pronounceable string of characters, a random combination of characters, or other)."
32233,Importance of data files,Data attributes,"The inherent value
of the data to an individual user."
32234,Sensitivity of user's data files,Data attributes,"The degree to which
problems would arise if the contents of data files were known to others."
32236,Password memorizability,,Whether the respondent has ever had difficulty remembering their passwords.
32314,Information Systems (IS) management commitment to quality,Quality management practices,The extent to which senior management has responsibility and policy issues.
32317,Quality policy and goals,Quality management practices,"The extent to which an organization has explicit quality policies such as specificity of quality goals, comprehensiveness of the goal-setting process, importance attached to quality in relation to other goals, and the extent to which quality goals are reviewed and their attainment is emphasized."
32318,Commitment to skill development,Quality management practices,The extent to which an IS unit is interested in developing the capabilities of IS personnel.
32319,Quality orientation of reward schemes,Quality management practices,"Incentives for spending within budget, customer satisfaction, process improvement, and cost reduction."
32320,Formalization of reusability in systems development,Quality management practices,The extent to which the organization uses a factory approach focusing on developing reusable components.
32321,Formalization of analysis/design,Quality management practices,The use of formal analysis and design techniques to achieve project objectives.
32334,Fact-based management,Quality management practices,The extent to which quality-related information is collected and analyzed to learn how quality objectives can be met and exceeded.
32335,Process control,Quality management practices,The extent to which performance standards are dynamic and constantly revised in order to continuously improve performance.
32336,User participation,Quality management practices,"The extent to which users actively participate in determining system requirements, identifying input/output needs, and developing test plans."
32337,Programmer/analyst empowerment,Quality management practices,The extent to which programmers and analysts have autonomy and control over their work and their participation in core development tasks.
32338,Vendor/consultant participation,Quality management practices,The extent to which vendors are an integral part of the development process and the extent to which long-term partnerships have been developed with vendors.
32339,Product quality,Quality performance,"The user's assessment of the usefulness of the functionality of the system, 
the extent to which the system provides relevant and timely information, and the extent to which the system possesses superior engineering-oriented performance characteristics."
32340,Process efficiency,Quality performance,"The extent to which the project is on time, within budget, meeting user needs and eliminates waste due to rework and errors."
32341,Process maturity,Quality performance,"The extent to which systems development
process parameters are optimized to enhance process effectiveness and the extent to which the process is in control."
32350,Formal versus informal,Socialization tactics,Formal (institutionalized) versus informal (individualized) context of socialization.
32361,Investiture versus divestiture,Socialization tactics,Investiture (institutionalized) versus divestiture (individualized) social environment of socialization.
32366,Sequential versus random,Socialization tactics,Sequential (institutionalized) versus random (individualized) content of socialization.
32367,Serial versus disjunctive,Socialization tactics,Serial (institutionalized) versus disjunctive (individualized) social environment of socialization.
32368,Fixed versus variable,Socialization tactics,Fixed (institutionalized) versus variable (individualized) content of socialization.
32369,Role orientation,,A newcomer's response to what he or she perceives to be expected behavior (custodial - the employee simply accepts assigned roles or innovative - the employee significantly changes role requirements).
32370,Role ambiguity,,The extent to which the employee is given uncertain information about role behavior.
32371,Role conflict,,The extent to which the employee is given mixed feedback or contradictory feedback.
32383,Environmental dynamism,Environment,"The rate of change in marketing practices, product sustainability, consumer demand and tastes, competitors, and production technology and the unpredictability of these changes."
32384,Environmental complexity,Environment,The variety of external forces with which the organization should interact.
32385,Centralization,Organizational structure,The extent to which the locus of decision making is located at the top level.
32386,Structural complexity,Organizational structure,"The degree to which the different subunits/functions are distinguished with respect to goals, task orientation, time horizon, and degree of autonomy."
32387,Formalization,Organizational structure,The extent to which the roles and activities of the various organizational actors are clearly documented and reported by way of written rules and procedures.
32388,Integration,Organizational structure,The degree to which the activities of separate actors in the organization can be coordinated through formal coordination mechanisms.
32389,Communication technology penetration,,How widely an organization depends on communications technology and how much the communications technology penetration is routinized.
32390,Perceived usefulness,,The physician's perceived usefulness of telemedicine.
32391,Perceived ease of use,,The physician's perceived ease of use of telemedicine.
32392,Attitude,,The physician's general attitude toward using telemedicine.
32393,Intention to use,,The physician's intention to use telemedicine.
32936,Information systems structure,,"Whether the organization is centralized (centralized processing, low communication, low sharing), decentralized (decentralized processing, low communication, low sharing), centralized cooperative (centralized processing, high communication, high sharing), or distributed cooperative computing (decentralized processing, high communication, high sharing."
32937,Formal organizational structure,Organizational structure,"Whether the respondent's organization's structure was functional (divided into production, marketing), product (division by product/service produced) or matrix (subordinates report to multiple managers)."
32938,Degree of centralization of decision making,Organizational structure,"The extent to which decisions (e.g., capital budgeting, pricing, personnel) are made at the top levels of the organization."
32939,Degree of integration,Organizational structure,The degree to which the firm has interdepartmental cooperation.
32955,Objectives achieved,,The extent to which the study had achieved each objective.
32956,Business strategy,Prescriptions about inputs,
32957,Resources,Prescriptions about inputs,
32958,Information system planning goals,Prescriptions about inputs,
32959,Schedule of planning activities,Prescriptions about process,
32960,Analyses performed,Prescriptions about process,
32961,Role of participants,Prescriptions about process,
32962,Meetings and reviews conducted,Prescriptions about process,
32963,Strategic,Prescriptions about output,
32964,Applications and data architecture,Prescriptions about output,
32965,Implementation,Prescriptions about output,
32999,Information technology leader's role,,The theoretical dimension of attributes that successful IT leaders should possess.
33005,Computer anxiety,,The respondent's fear of using computers.
33006,Perceived ease of use,,The degree to which a person believes that using a particular software package is free of effort.
33007,Perceived usefulness,,The degree to which a person believes that using a particular software package could enhance his or her job performance.
33008,Perceived expertise,,The subject's perceived expertise in using the software package that they were appraising.
33142,Organizational support,,"General support, which includes top management encouragement and allocation of adequate resources."
33144,Perceived complexity,,The degree to which computer technology is perceived as relatively difficult to understand and use.
33145,Perceived usefulness,,The prospective user's subjective probability that using a specific application system will increase his or her job performance within an organizational context.
33146,Perceived fun/enjoyment,,"The extent to which the activity of using the computer is perceived to be enjoyable in its own right, apart from any performance consequences that may be anticipated."
33147,Social pressure,,Normative beliefs about the appropriateness of the behavior.
33213,Requirements instability,Requirements uncertainty,The extent of changes in user requirements over the course of the project.
33214,Requirements diversity,Requirements uncertainty,The extent to which users differ among themselves in their requirements.
33215,Requirements analyzability,Requirements uncertainty,The extent to which the process of converting user needs to a set of requirements specifications can be reduced to mechanical steps or objective procedures.
33225,Perceived ease of use,,The degree to which a person believes that using a particular system would be free of effort.
33226,Perceived near-term usefulness,,The degree to which a person believes that using a particular system would enhance his or her near-term job performance.
33227,Perceived long-term usefulness,,The degree to which a person believes that using a particular system would enhance his or her long-term job performance.
33228,Behavioral intention to use,,The respondent's intention to use the technology.
33229,Environmental instability,Need pull for computer-aided software engineering,The uncertainty of the information systems department's future in the corporation or organization and the threat of being disbanded.
33230,Performance gap of information systems departments,Need pull for computer-aided software engineering,"A subjective assessment of development backlogs, user satisfaction with the information system department, user satisfaction with the applications portfolio, and pressure on the information systems department to improve its performance."
33231,Internal experimentation,Technology push for computer-aided software engineering,"Specific groups involved in R&D, experimentation, and technology exploration and the degree of resource commitment for technology exploration."
33232,Learning from external information sources,Technology push for computer-aided software engineering,"Seminars and product shows, consultants, trade publications, vendor representatives, video/audio tapes, text and reference books, and contacts with programmer/analysts in other organizations."
33233,Top management support for information systems function,Adoption context for computer-aided software engineering,"Championship of information technology innovations by top management, top-management involvement in leading the IS function, top-management participation in the activities of the information systems departments and information systems, and participation and involvement of top management in establishing clear goals for the IS function."
33234,Job/role rotation in information systems departments,Adoption context for computer-aided software engineering,Rotation of development personnel among job roles and the degree to which job responsibilities are changed among programmers and analysts.
33235,Computer-aided software engineering championship,Adoption context for computer-aided software engineering,The advocacy and enthusiasm for computer-aided software engineering by members in the organization.
33236,Computer-aided software engineering training availability,Adoption context for computer-aided software engineering,"Availability of training in computer-aided software engineering tools, methodologies, and structured development approaches."
33239,Departmental collaboration,Degree of collaboration,The degree of interdependence within a work group.
33240,Divisional collaboration,Degree of collaboration,The degree of interdependence between the work group and other groups in the division.
33241,Corporate collaboration,Degree of collaboration,The degree of interdependence between the work group and other divisions in the
33242,Perceived usefulness,,The respondent's perceived individual usefulness of Lotus Notes.
33243,Perceived efficiency,,The respondent's perceived impact of Lotus Notes on organizational efficiency.
33244,Perceived effectiveness,,
33251,Data quality,,The importance of attributes of data quality.
33458,Competitive strategy,,The IT manager's assessment of the strategy of their own firm.
33459,Information technology maturity,,"The firm's evolution in planning, organization, control, and integration aspects of their information systems function."
33492,Partnership,,"The working relationship between the service provider and the firm that reflects a long-term commitment, a sense of mutual cooperation, shared risks and benefits, and other qualities consistent with concepts and theories of participatory decision making."
33493,Outsourcing success,,The satisfaction with benefits from outsourcing gained by an organization as a result of deploying an outsourcing strategy.
33548,Diffused responsibility,,The degree to which responsibility is believed to be equally distributed to all group members.
33549,Proximity,,The perception of distance between people.
33550,Knowledge of other group members,,The degree to which people know each other.
33551,Confidence in the system,,The degree to which people believed in the anonymity of the system.
33552,Public self-awareness,,Attention to oneself as a social object.
34371,Degree of understanding,,The degree of participants' subjective comprehension of the two analysis methods.
34395,Quantity of session results,,
34396,Productive,,
34397,Perceived quality,,
34398,Understanding,,
34399,User friendly,,
34400,Interesting to use,,
34402,Satisfaction,,
34403,Confirm ideas,,
34404,Gain insight,,
34405,Consensus reached,,
34406,Enjoyed collaboration,,
34407,Approved of group composition,,
34408,Willingness to attend future sessions,,
34885,Participants’ opinions,,Participants evaluations of the inspections.
35097,Effectiveness,Increased competitiveness,Whether the TradeNet initiatives have achieved their intended objectives.
35099,Efficiency,Increased competitiveness,The process and competency of performing TradeNet initiatives.
35102,Feature satisfaction,Trading community satisfaction,Participant's satisfaction with TradeNet features.
35104,Price satisfaction,Trading community satisfaction,Participant's satisfaction with the price of TradeNet.
35122,Decision to implement an information system,,The decision of information system professionals of whether or not to implement a system with quality problems.
35140,Moral equity dimension,Ethical considerations,"Measures individuals perceptions about whether behavior is fair, just, morally right, and acceptable."
35141,Relativism dimension,Ethical considerations,"Measures individuals perceptions about whether behavior is acceptable in relation to the guidelines, requirements, and parameters inherent in the individuals social or cultural system."
35142,Contractualism dimension,Ethical considerations,"Measures individuals perceptions about whether behavior violates implied obligations, contracts, and duties."
35150,Reasons to purchase software,,Reasons for participants to purchase rather than pirate software.
35155,Reasons to pirate software,,Reasons for participants to pirate rather than purchase software.
35206,Ethical attitudes,,A general measure of ethical attitudes.
35208,Club size,,"The extent to which individuals would make illegal copies for him or herself at home, for a family member, for a friend, and for other colleagues."
35300,Group potency,,The virtual teams belief in its general effectiveness across multiple situations and tasks.
35301,Computer collective efficacy,,The virtual teams belief in its ability to perform more advanced and conceptual computer tasks such as troubleshooting computer-related problems.
35302,Virtual team efficacy,,"The virtual teams belief in its ability to work together successfully in a noncollocated, technology-mediated environment."
35303,Team effort,,Perceptions of the virtual teams effort toward completing the team project.
35304,Group outcome perceptions,,"Perceptions of outcome satisfaction, team satisfaction, and outcome quality."
35376,Depth,,"The number and kind of organizational aspects or levers that change profoundly as a result of reengineering, analyzed by five organizational aspects: the customer approach, process knowledge, organizational structure, information technology, and performance measurement."
35381,Level of ambition,,Determined by the number and size of the intended performance improvements and whether or not a sustainable competitive advantage or breakpoint is pursued.
35391,Autonomy: People-related autonomy,Strategic initiatives,"The extent to which an individual or group of individuals has the freedom, independence, and discretion to determine what actions are required and how best to execute them, such as hiring, firing, and disciplining fellow team members."
35392,Autonomy: Planning-related autonomy,Strategic initiatives,"The extent to which an individual or group of individuals has the freedom, independence, and discretion to determine what actions are required and how best to execute them, such as setting team goals and objectives, developing project budgets and having spending authority, and developing work schedules such as flex-time."
35393,Team development: Mission clarity,Strategic initiatives,The degree of team members' understanding of the team's mission and/or overall purpose.
35394,Team development: Team coordination,Strategic initiatives,How organized and efficient the team members feel their team is.
35395,Team development: Team unity,Strategic initiatives,The degree to which team members feel their team works together in harmony.
35396,Cooperative learning: Group process,Learning capacity,"The degree to which groups periodically assess those things it has done effectively, those things it has done ineffectively, and measures that the group might take to address the identified weaknesses."
35397,Cooperative learning: Positive interdependence,Learning capacity,The degree to which members of a group are linked in such a way that each member feels that he or she cannot be successful unless all other members of the group are successful.
35398,Cooperative learning: Promotive interaction,Learning capacity,The degree to which members of the group identify the individual strengths and weaknesses in the group and try to help others develop the skills necessary for the group to achieve its goal through explaining or teaching.
35399,Organizational climate: Reward,Cultural readiness,How the organization recognizes employee performance.
35400,Organizational climate: Risk,Cultural readiness,The orientation of the organization toward undertaking potentially innovative initiatives with uncertain outcome.
35401,Organizational climate: Support,Cultural readiness,The organization's interest  in the welfare of the employee.
35402,Organizational climate: Warmth,Cultural readiness,How friendly the atmosphere is in the organization.
35403,Job satisfaction,Improved quality of work life,How satisfied a worker feels with the work he or she does.
35404,Growth satisfaction,Improved quality of work life,The opportunity for personal learning and growth offered by the work itself.
35405,Internal motivation,Improved quality of work life,The individual's feelings about his or her level of performance.
35414,Stakeholder perception of effectiveness,Improved information systems development process,
35415,Stakeholder perception of efficiency,Improved information systems development process,
35416,Stakeholder perception of timeliness,Improved information systems development process,
35417,Information intensity of product/services,Organizational characteristics,The amount of intellectual work done by people as they conduct their affairs.
35418,Information intensity of the value chain,Organizational characteristics,The number of interdependent activities performed to transform raw materials into final products that are delivered to customer.
35419,Top management’s perception of information technology importance,Organizational characteristics,"Top management's recognition of the strategic potential of information technology, commitment to information systems function, knowledge about information assets and opportunities, recognition that information technology is essential to the success of the firm, and view of information technology spending as a strategic investment."
35420,Information systems competence,Organizational characteristics,Perceived competence within the firm and its relative competence compared to competition.
35421,Environmental dynamism,Environmental uncertainty,The rate and unpredictability of environmental change.
35422,Environmental heterogeneity,Environmental uncertainty,Complexity that encompasses variations among the firm's markets that require diversity in production and marketing orientation.
35423,Environmental hostility,Environmental uncertainty,The availability of resources and the degree of competition.
35437,Customer loyalty,,The likelihood that a customer will recommend a Web site to others.
35438,Web site content,Perceived quality,"Accuracy of information, quality of information, and freshness of content."
35439,Perceived structure,Perceived quality,"Readability, clarity, and layout of Web site."
35452,Perceived functionality,Perceived quality,"Usefulness of services provided, convenience of services, and the extent to which the Web site enables customers to accomplish their goals."
35617,Information technology connectivity,,The ability of any technology component to attach to any of the other components inside and outside the organizational environment.
35618,Applications functionality,,"The ability to add, modify, and remove the modules of software applications with little or no widespread effect on the applications collectively."
35619,Information technology compatibility,,The ability to share any type of information across any technology component.
35620,Data transparency,,The free retrieval and flow of data between authorized personnel in an organization or between organizations regardless of location.
35621,Primary activity efficiency,Competitive status,Those processes that involve the physical creation of the product and its sale and transfer to the buyer as well as after-sale service.
35622,Support activity efficiency,Competitive status,"The impact of the information technology on the cost of human resource management, general management, and coordination."
35623,Resource management functionality,Competitive status,"How well information technology assists its primary users in meeting the following needs related to a resource: monitor utilization, upgrade, transfer or dispose, and account for."
35624,Threat,Competitive status,"The impact of information technology on things such as switching costs, a corporation's ability to move backward or forward in the value chain, and the ability of a corporation to evaluate alternative customers or suppliers."
35629,Technology management,,The organization's ability to deploy information technology in the most effective possible manner in support of the business strategies.
35659,Perceived attention,Attention to information,The degree to which the subject believed he or she paid attention to the information.
35662,Perceived integration,Integration of information,The degree to which the subject believed he or she thought about and used information contributed by others.
35673,Vendor’s reputation,,The customers perception of the vendors fairness and honesty in the software industry.
35674,Vendor’s credibility,,"The customers perception of the vendors credibility of promises, honesty when dealing with problems, and reliability of their claims."
35675,Dependence on the vendor,,The extent to which the database management software vendor was important to the customer.
35676,Customer’s transaction-specific investments,,The extent to which the survey respondents had invested in the database management software vendor.
35677,Credibility of software delivery dates,,"The credibility of a vendor in delivering software on time, and the extent to which late product deliveries were a problem with the database management software vendor."
35678,Reliability of software,,The extent to which a database management software vendor provided customers with error free software.
35679,Software features and functionality,,How credible a vendor was when they had promised a specific feature or function on a piece of software.
35684,Business knowledge,,The ability of information technology personnel to understand the business processes they are to support and to apply the appropriate technical solution to a given business problem.
35685,Management knowledge,,The importance of information technology personnel having skills and knowledge to assume roles outside their area of training or original competencies.
35686,Technical knowledge,,Technical capabilities of information technology personnel.
35697,Information technology investment in human skills,,"The organization's level of investment in developing technology management
skills, business functional knowledge, management skills, and technical
knowledge and skills."
35698,Information technology investment in technology,,"The organization's level of investment in applications, data, and technical  components."
35709,Corporate goals for information technology,,
35714,Strategic alignment,Management practices,The alignment of information technology with the business strategy.
35715,Information technology evaluation,Management practices,"A feasibility study or preimplementation review to determine, among other things, the likely impact of the investment on the corporation."
35716,Information technology investment evaluation preimplementation,,The extent to which all IT investments were subject to routine appraisal and the extent to which large IT investments were subject to executive management approval.
35717,Information technology investment evaluation postimplementation,,Whether reviews were routinely performed after an IT investment had been implemented and whether afterwards there was a pattern of regular and continuous followup reviews.
35718,Process planning and support,Perceived information technology business value,Information technology improves planning and decision making by improving organizational communication and coordination and by enhancing organizational flexibility.
35719,Supplier relations,Perceived information technology business value,Use IT to coordinate supplier linkages and reduce search costs.
35720,Production and operations,Perceived information technology business value,Use information technology to deliver enhanced manufacturing techniques through computer-aided design.
35721,Product and service enhancement,Perceived information technology business value,Information technology can be used in the development of new products and services.
35722,Sales and marketing support,Perceived information technology business value,The development of new products and services can enable an organization to identify and serve new market segments.
35723,Customer relations,Perceived information technology business value,"Information technology can be used to establish, sustain, and improve customer relationships."
35784,Steering group,Steering committee roles,"Type of steering committee primarily involved in guiding and approving information systems strategy, giving business direction to information technology activities, and prioritizing information technology activities."
35788,Policy committee,Steering committee roles,"Type of steering committee primarily involved in implementing information technology strategy and technology policies across the business and creating policies and procedures associated with information technology planning, control, organization, and architectural delivery."
35789,Information technology board,Steering committee roles,"Type of steering committee primarily involved in formulating information technology departmental strategy, planning, controlling, and managing the activities of information technology units, and ensuring that information technology is run as a business."
35790,Information technology planning,Information technology management sophistication,"The extent to which information technology aligns the information system plans with the firms business plans, and extends the infusion and diffusion of information technology within firms."
35791,Information technology control,Information technology management sophistication,"The extent to which the firm gains confidence in managing their information technology (IT) resources, strives to balance
the short-term and long-term implications of IT investment decisions, and establishes
mechanisms to permit key line managers to exercise controls over budgeting, priority
setting, and resource planning for the information systems (IS) function."
35792,Information technology organization,Information technology management sophistication,"The extent to which the information technology (IT) department is
likely to be much flatter, with specialized subunits organized around technologies
and business needs, responding better to changing user needs and leveraging IT investment
more effectively."
35793,Information technology integration,Information technology management sophistication,"The extent to which the firm institutionalizes a formal top-down planning process for linking information systems
strategy to business needs, transfer the technology to a wider spectrum of applications,
and contribute to a high degree of technology integration for better exploitation
of information technology (IT) within the firm."
35847,Chief information officer,Information resource management,"The extent to which the chief information officer is responsible for corporate-wide information technology; planning, management, and acquisitions."
35848,Planning,Information resource management,"The extent to which the company has an inclusive information systems/technology planning process that reflects business goals, encompasses both central and distributed technologies, involves end users, and features a mechanism for assessing the potential of new technologies."
35849,Security,Information resource management,"The extent to which the company has a comprehensive security program that includes access control and data security, a security awareness effort, and a disaster recovery plan."
35850,Technology integration,Information resource management,"The extent to which the company has a comprehensive and integrated approach to information technologies, including computing, telecommunications, and office automation."
35851,Advisory committees,Information resource management,The extent to which the company has committees that deal with systems and technology issues and include both senior management and users.
35852,Enterprise model,Information resource management,"The extent to which the company has an approach featuring documented business processes, a development methodology, inventories of facilities and information, corporate-wide technology standards, and the use of automated development tools."
35853,Information integration,Information resource management,"The extent to which the company has integrated data and applications system, with data shared between users."
35854,Data administration,Information resource management,"The extent to which the company has a function headed by a database administrator and based on a corporate data architecture, which utilizes a data dictionary and features policies on data ownership."
35855,Management support problems,,The extent to which respondents encountered problems related to management's active understanding and support for reengineering.
35881,Technological competence problems,,The extent to which respondents encountered problems with the technical infrastructure and expertise within the organization.
35882,Process delineation problems,,The extent to which respondents encountered problems with identification of appropriate parameters for the process involved.
35883,Strategic planning problems,Project planning problems,The extent to which respondents encountered problems with issues such as strategic vision and the identification of candidate processes based on corporate strategy.
35884,Tactical planning problems,Project planning problems,"The extent to which respondents encountered problems with planning, setting up the team, and other
preparation for the reengineering project."
35885,Human resource problems,,The extent to which respondents encountered problems with specific tasks pertaining to people within the project domain itself.
35886,Change-management problems,,The extent to which respondents encountered problems due to failure to manage change from the old process to the new process.
35887,Project management problems,,The extent to which respondents encountered problems with the actual conduct of the project.
35888,Time frame problems,,The extent to which respondents encountered time frame problems.
36017,Problem difficulty,,The degree to which an individual problem solver can follow a formal and well-defined search procedure to solve a problem.
36026,Developer skill,,"Developers' people, organizational, modeling, systems, society and computer skills."
36033,Domain expert quality,,"Education level, work experience, communications skills, cooperation, availability, and computer background of the domain expert."
36034,User characteristics,,"Characteristics affecting management information systems (MIS) impact on users jobs, including user attitude, user expectation, user education, user training, and user resistance."
36049,System usage,,The frequency of expert system usage.
36050,Expert systems impact on users’ jobs,,The extent to which expert systems improve user productivity by providing problem-solving expertise on specific problem areas (domains).
36097,Professional issues,,Responsibilities and duties of executive information systems professionals.
36098,Executive/professional relationship,Executive information systems development,The working relationship between executives and executive information systems professionals during the executive information systems development.
36099,Executive involvement issues,Executive information systems development,Executive involvement with the executive information systems development process.
36101,Information delivery issues,Executive information systems operation,Capabilities necessary for an executive information system to provide efficient and effective information delivery to executive users.
36102,Information quality,Executive information systems operation,The attributes of the information provided by the executive information systems.
36103,Impact on executive work,Executive information systems operation,Possible impacts that an executive information system might or should have on an executive's work.
36104,Executive information systems functions,Executive information systems operation,The various functions that the executive information system provides to executive users.
36105,Ease of use,Executive information systems operation,Executive information system capabilities that make such systems very easy to use.
36153,Self-efficacy,Individual differences,A judgement of one's ability to competently use a computer.
36154,Ease of use,Executive support systems characteristics,Ease of use of executive support system.
36155,Technical quality,Executive support systems characteristics,"Reliability, precision, accuracy, timeliness, comprehensiveness and conciseness of executive support system."
36156,Information value,Executive support systems characteristics,"The measures that relate the quality of the information to its specific user (i.e., usefulness. relevance, importance, meaningfulness,
value)."
36157,Analysis capability,Executive support systems characteristics,The ability to perform analyses on the data resident in the executive support system.
36158,Mental model maintenance,Learning,"The impact of the executive support system (ESS) on understanding the business, the usefulness of the ESS for staying close to the business, and the ESS's usefulness for increasing focus."
36164,Mental model building,Learning,"How useful the executive support system (ESS) was for improving insights and creativity and the ESS's usefulness for testing assumptions about
the business."
36166,Competitive performance,,The usefulness of the executive support system (ESS) for keeping up with the competition and for surpassing the competition.
36344,Overall usefulness,,The overall perceived usefulness of the computer support.
